new_product,matched_old_product,score
ถัง+ฝา 12 ตำ AC,ถัง ปูน 15 สี AC,0.8648039102554321
คีบต่อ-คอใหญ่ FW-075 MIFL,"คีบหัวใบไม้ใหญ่ 13"" FW-082 MIFL",0.8639253377914429
แผ่นแปะผมกล่อง01661 KKA,หวีเสนียดด้าม 01487 KKA,0.8636530637741089
กะละมังเหลี่ยม 666 OS,กะละมังเหลี่ยม 777 OS**,0.8635432720184326
แผ่นแปะผมกล่อง01661 KKA,หวีเสนียดไม้ 01516 KKA,0.8633887767791748
"ตะหลิวยาว4"" ด้ามดำ#FW-038 ม้าน้ำ","ตะหลิวยาว 4"" ไม้ #FW-039 ม้าน้ำ MIFL",0.8633730411529541
ขูดมะพร้าว2หัวม้า/กระต่าย(อย่างดี) NK,ขูดมะพร้าว 2 หัวม้า-เล็ก 1*10 NK,0.8632488250732422
กล่องเหลี่ยม ล็อคด้าน302 (ขาวใส) SMT,กล่องล็อคใส 555-1 SMT,0.8624323010444641
ทัพพีแขกด้ามพลาสติกสี ตราสมอ PPL (P15),กระชอนพลาสติก #15 PYP,0.8619042634963989
ด้ามกระทะใหญ่ ปลายมล VK,ด้ามกระทะ (เล็ก) ปลายเหลี่ยม VK,0.861670732498169
ขวดสเปรย์เหลี่ยมลาย50ml #6343 IMM,ขวดซอส 7015 BG,0.860769510269165
ตะแกรง 1990 สีใส-สีสด SRT,กระจาดกลม 911 สีสด/สีสดใส SRT,0.8604759573936462
กะละมังเหลี่ยมสีเข้ม #7007 WCP,ตะแกรงเหลี่ยมใหญ่ สีเข้ม #9073 WCP,0.8604289293289185
"คีบบาร์บีคิว ยาว15"" FW-090 MIFL",กระบวยเลส #00 FW001 MIFL,0.8602019548416138
คัทตัลบัท 100 ก้าน (1*2) B-Duck (ของแพ),คัทตัลบัท100ก้านB-Duck(ซองคู่),0.8600962162017822
กล่องล้อ K-1000,กล่องล้อ K-600,0.8593618869781494
ทัพพีแขกด้ามพลาสติกสี ตราสมอ PPL (P15),ทัพพีจีนใหญ่ - ด้ามพลาสติกสี ตราสมอ PPL,0.8592416048049927
โหลกลมฝาเกลียว6003 VJ,กระปุกฝาเกลียว 6666 VJ,0.8591881990432739
กล่องเหลี่ยม589 ขาวใส SMT,ตะกร้ากลม 9899/1 สีใส SMT,0.8591550588607788
วันปั้มลายไทย NO.16 TM,โถข้าวลายไทย NO.20 TM,0.8591088056564331
กรวยพลาสติก #6 CC,ตะไบด้ามพลาสติก #200-8 (หยาบละเอียด),0.8589915037155151
ด้ามกระทะใหญ่ ปลายมล VK,จุกหม้อข้าวกลาง VK,0.8580899238586426
ผ้ารองรีดฟอง18*38สะท้อนความร้อนสี,ผ้ารองรีดฟองน้ำ 18*44 บุโฟมกันความร้อน,0.8576457500457764
วันปั้มลายไทย NO.16 TM,ขันปั๊มลายไทย NO.14 TM,0.8573849201202393
กล่องเหลี่ยม589 ขาวใส SMT,กล่องฝาปิด - สีใส 555 SMT,0.8573033213615417
โหลเหลี่ยมใหญ่ (คลาสิก) 048-X BG,โหลเหลี่ยมมน 048-S (เล็ก) BG,0.8572371006011963
กะละมัง 549 สี SMK,กะละมัง 004/75 สี SP,0.8567599058151245
ช้อนส้อมหนา 1คู่ (NO.2) PS-444-14 ด้าม,ช้อนส้อมด้ามมน กก.2 #PS-444-9 PL,0.8563957810401917
เหยือกเพชรกลมใส200 #559 VT,เหยือกกลม - เพชร 2118 BG,0.8563443422317505
ลูกเหม็น จัมโบ้ 13 (100) (20066) ATM,ลูกเหม็น800 กรัม ATM,0.8561429977416992
ทัพพีแขกด้ามพลาสติกสี ตราสมอ PPL,ลูกแบดพลาสติกสี,0.8559630513191223
เข็มตลับตัดด้วยสายวัด(บาร์36316),เข็มตลับ + ตัดขี้ด้าย + สายวัด (บาร์ 36316) หัว,0.8556631803512573
กล่องเหลี่ยม ล็อคด้าน302 (ขาวใส) SMT,กล่องล็อค 553 SMT,0.8552992343902588
คีบน้ำแข็งด้ามสีใหญ่#71 ตราผึ้ง BEE,"คีบน้ำแข็ง - หุ้มพลาสติกสี (ผึ้ง) 7"" #7687 IN",0.8547486066818237
กะละมังเหลี่ยม-สีเข้ม #7007 WCP,ตะแกรงเหลี่ยมใหญ่ สีเข้ม #9073 WCP,0.8544198870658875
ขันน้ำ22-8 โดเรมอน(คละสี) GW,ขันน้ำโดเรม่อน GW-22-8,0.853699803352356
ถาดเหลี่ยม590 สีเนื้อ(PS) SMT,เก๊ะ - สีใส 6 ชั้น SMT,0.8534564971923828
"วางเค้กกลาง#2 (M) VS,BOMM","วางเค้กใหญ่ #1 (L) VS,BOMM",0.8531549572944641
ชอล์คมด/แมลงสาบ (ผง) ขวด 50 ครารถ,ขวดโหล 6 เหลี่ยม ฝาหูหิ้ว,0.8529682159423828
ตะกร้าฝาปิด (กลาง) หูหิ้ว 321/2 VJ,ตะกร้าหูหิ้วฝาปิด 947 (จัมโบ้) W,0.8527404069900513
กล่องเหลี่ยม2161 W,กล่องเหลื่ยม218/3,0.852429211139679
ขวดโหลกลมฝาสีหวาน+ช้อน311-1 AY,ขวดซอสใหญ่ (สีหวาน) 7026 BG,0.8523815870285034
ยางยึด1นิ้ว2เมตร(3ส.)20บ.(บาร์45601),ยางพาราจีน3.5ฟุต,0.8520688414573669
ขวดโหลกลมฝาสีหวาน+ช้อน311-1 AY,ขวดซอส - กลมเล็ก 7020 BG,0.8518202304840088
ตะแกรง 1991 สีใส SRT,ฝาชี 46 สีเข้ม (SRT),0.8516303300857544
ลูกเหม็น จัมโบ้ 16 (201) (20068) ATM,ลูกเหม็น-จัมโบ้ 1*3 (10บ) ATM,0.8511609435081482
คีบต่อ-คอใหญ่ FW-075 MIFL,กระบวยเลส #2 FW004 MIFL,0.8508813381195068
ตะกร้าเหลี่ยม มีหู สีหวาน 5948 JCP,ตะกร้า - เหลี่ยม 5953 หูหิ้วคู่ JCP,0.8508569598197937
ตะกร้าเหลี่ยม มีหู สีหวาน 5948 JCP,ตะกร้า - เหลี่ยม 5953 หูหิ้วคู่ JCP,0.8508569598197937
"วางเค้กกลาง#2 (M) VS,BOMM","วางเค้กใหญ่ #1 (L) VS, BOMM",0.8506426811218262
เหยือกลายไทย NO.1.3 TM,ขันปั๊มลายไทย NO.14 TM,0.8505358695983887
ฟิวเจอร์บอร์ดผืนผ้า-ใหญ่ สีขาวล้วน8165,ฟิวเจอร์บอร์ดผืนผ้า - ใหญ่ คละสี 81*65 ซม,0.8500006794929504
หิ้งพระ#18-ขาเดียว(1*4ตัว) DT,หิ้งพระ #20 (ขาคู่) ตื้น (1*2 ตัว) DT,0.8498864769935608
ช้อนส้อมหนา 1คู่ (NO.2) PS-444-14 ด้าม,ช้อนส้อม - หนา 1 คู่ #PS-333-1 ลายแดง PL,0.8496611714363098
โหลเหลี่ยมใหญ่ (คลาสิก) 048-X BG,โหลเหลี่ยมมน 048-5 (เล็ก) BG,0.849230945110321
ช้อนส้อมหนา 1คู่ (NO.2) PS-444-14 ด้าม,ช้อนส้อม - หนา 1 คู่ #PS-333-3 ขาวน้ำเงิน P,0.8490603566169739
แปรงล้างขวดคู่10บ.15742 ถุงลาย IMM,แปรงล้างขวดเดี่ยว (51) AJ,0.84852534532547
ถาดเหลี่ยม590 สีเนื้อ(PS) SMT,ตะกร้าเหลี่ยม สีหวาย 922 SMT,0.8484736680984497
กระชอนเลสตาข่าย ด้ามไม้(ก้นตัด)#4168,กรรไกรตัดเอนกประสงค์ #91C ปากโค้ง (Kit,0.8484598398208618
"วางเค้กจัมโบ้#0 (LL) VS,BOMM",วางเค้กจัมโบ้#0,0.8480110168457031
เก้าอี้เตี้ย สีดำ S-0072B SIP,เก้าอี้เตี้ย 610 ดำ,0.8477451205253601
วันปั้มลายไทย NO.14 TM,โถข้าวลายไทย NO.20 TM,0.8470744490623474
ลูกเหม็น 50g (100) ซองฟ้า (20090) ATM,ลูกเหม็น-จัมโบ้ 1*6 (20บ) ATM,0.8467432856559753
ลิปบอกเงินแท่งดำ 3.2G Jackelin (1*6) FM,ลิปปอกเงินแท่งเล็ก 3.2G. Jackelin (1*6) FM,0.8463085293769836
เก้าอี้เตี้ย สีดำ S-0072B SIP,เก้าอี้เตี้ย610ดำ,0.8462679982185364
ริบบิ้นม้วน-ดิ้นทอง(ระฆัง)12MM(1*10),คลิบลวดทอง 10179 กล่องเหลี่ยม 28cm*10,0.8462203741073608
ฟิวเจอร์บอร์ดผืนผ้า-ใหญ่ สีขาวล้วน8165,กระดานไวท์บอร์ด - ขอบพลาสติก #1094 (ให้,0.8456979393959045
คีบน้ำแข็งด้ามสีเล็ก#72 ตราผึ้ง BEE,"คีบน้ำแข็ง - หุ้มพลาสติกสี (ผึ้ง) 7"" #7687 IN",0.8452906608581543
กล่องล็อค4ด้าน8025 ผืนผ้า ใส SET LOCK,กล่องล็อค 4 ด้าน ใส 8023 SET LOCK SW,0.8452842235565186
กล่องล็อค 561/1 W,กล่องล็อค560/2,0.8451170921325684
"กระบวยด้ามไม้4"" TP-036(ต้นสน) JK","กระบวยด้ามตัว 4"" TP-031 (ต้นสน) TK",0.844412088394165
แปรงขัดรองเท้า666 แปรงไทย,แปรงขัดรองเท้าตราสมอ,0.8443798422813416
นส.8 สี SP,น.ส. 14 สี SP,0.8441065549850464
ตะแกรง 1991 สีใส SRT,ตะกร้ากลม 334 สีใส SRT,0.8440814018249512
ตะแกรงกรองน้ำมัน-ด้ามสี 20cm #TL-664,ตะแกรงกรองน้ำมัน - ด้ามแดง SJ317 (17/18 ซม),0.8438892364501953
แปรงซักเสื้อขนใส อีสแมน S-09 BB,แปรงซักผ้าสมอ (ไม้สี) BB,0.8438034057617188
กิ๊บหนีบผม10722 เหลี่ยมช่อง IMM,ขอแขวน 1X10 #15759 IMM,0.8436219692230225
กล่องเหลี่ยม#5(ตัวขาวฝาใส)ตรากระทิง,กล่องเหลี่ยม #5000 (ตัวสี-ฝาขาวขุ่น) 58,0.8419954776763916
ทัพพีตักข้าวใส 10611 ใส แผงกระดาษ IMM,ทัพพีตักข้าว 10610 ใส้ด้ามสี แผงกระดาษ,0.8412582278251648
กระชอนร่อนแป้ง 26061 ขอบเลส TLL,15504 กระชอนร่อนแป้ง 25CM TLL,0.8406180143356323
กล่องล็อค4ด้าน8025 ผืนผ้า ใส SET LOCK,กล่องล็อค 4 ด้านใส 8023 SET LOCK SW,0.8404346704483032
วันปั้มลายไทย NO.16 TM,ขันปั๊มลายไทย NO.26 TM,0.8402800559997559
พายไม้ 80,สินค้า 89,0.8398512005805969
เทปกาวอเนกประสงค์บิวทิว 5มม.,เทปผ้าสีบรอนซ์48mm*5y,0.8395668864250183
กล่องผืนผ้า#8036 จุกปล่อยอากาศ SW,กล่องผืนผ้าจุกปล่อยอากาศsw,0.8390305042266846
ปิ้งปูจัมโบ้ BOOM,ทิชชู่มายแพค,0.8390271067619324
"วางเค้กกลาง#2 (M) VS,BOMM","วางเค้กเล็ก #3 (S) VS,BOMM",0.8389261960983276
มีด171 KW,ขูด 218 KW,0.8382428288459778
ตะแกรงกรองน้ำมัน 25.5cm SK255 ด้ามเล็ก,ตะแกรงกรองน้ำมัน - ด้ามแดง SJ320 (20 ซม),0.8381538391113281
กล่องเหลี่ยม-เล็ก585-S SMT,ตะกร้าเหลี่ยม - สีหวาย 922 SMT,0.8379200100898743
ตะกร้าฝาปิด (กลาง) หูหิ้ว 321/2 VJ,ลังโฟม หูหิ้ว 390,0.8374711275100708
แปรงล้างขวดคู่15740 หัวแฉก IMM,แปรงล้างขวดเดี่ยว (51) AJ,0.8374565839767456
"ทัพพีเลส-ยักษ์10"" TP-231 TK",ทัพพ์ใหญ่ - ด้ามดำ TP-079 (ต้นสน) TK,0.8372647762298584
ถังปูน 15 ต่ำ AC,ถังปูน 15 สี AC,0.8367677927017212
ตะกร้าเหลี่ยม 5953 หูหิ้ว JCP,ตะกร้า-เหลี่ยม มีหู สีหวาน 5948 JCP,0.8367265462875366
กระป๋องกาแฟ ปากต่อ#16 JRR,ช้อนกาแฟ (สั้น) - ไม้ขาว ปลายแหลม (1*12),0.836536705493927
หม้อด้ามร่ม#16 (ไม่รับเปลี่ยน) UM,กระทะม้วนขอบ #33 ร่ม (ไม่รับเปลี่ยน) UM,0.8365294933319092
แม็กซ์ใหญ่+ลูก #6207 (4362),"แม็กซ์ + ลูก #4363 (จับราคา) (6218,0222)",0.8364131450653076
"วางเค้กจัมโบ้#0 (LL) VS,BOMM","วางเค้กใหญ่ #1 (L) VS,BOMM",0.8362162113189697
สายรัดไนล่อนสีดำPP&DD(10ม) ขนาด,กระบวยด้ามดำ - ใหญ่ 40 ซม #205A PL,0.8360376358032227
"วางเค้กจัมโบ้#0 (LL) VS,BOMM","วางเค้กเล็ก #3 (S) VS,BOMM",0.8350145816802979
กล่องถนอมอาหาร-เหลี่ยมจิ๋ว216 W,กล่องใสอาหารLBOPS,0.8349281549453735
เทปโฟม2หน้า3M แผงแดง#CAT-110,เทปโฟม2หน้า3mแผงแดง,0.8342536687850952
พายพลาสติกสีขาว ใหญ่ #1 (บาร์16770),ตะไบด้ามพลาสติก #200-8 (หยาบละเอียด),0.8340901136398315
ถังปูน 15 ต่ำ AC,ถังปูน 15 ดำ AC,0.8340016603469849
ฟิวเจอร์บอร์ดผืนผ้า-ใหญ่ คละสี8165,ฟิวเจอร์บอร์ดผืนผ้า - ใหญ่ สีเหลืองล้วน 81*65 ซม,0.8336992263793945
ไก่บีบ #15821 IMM,คราฟตราไก่16g.,0.8329305648803711
"ตะหลิวยาว4"" ด้ามดำ#FW-038 ม้าน้ำ","กระบวยสั้น ดำ 3"" #FW-047 ม้าน้ำ MIFL",0.8329020738601685
กาวช้างแท้ อัลโก้ QS,กาวตราช้าง,0.8328629732131958
แปรงล้างขวดคู่10บ.15742 ถุงลาย IMM,แปรงล้างขวดคู่ #2377 (ด้าม S/หนอนลูกซ่อน),0.8327507376670837
ปิ่นโตลายไทย4ชั้น14-4 TM,ปิ่นโตลายไทย 14*4 cM,0.8322069644927979
วันปั้มลายไทย 12CM (บาร์01125) TM,ขันปั๊มลายไทย 12CM. (บาร์ 01125) TM,0.8321272134780884
เปิดขวด หัวแหลม229 ด้ามฟอง,ขวดโหล ฝาคลิบล็อคสี,0.8309479355812073
กล่องเหลี่ยม-เล็ก585-S SMT,กล่องกลม - สูง + ซ้อน - ลาย 925-OD2L SMT,0.8306154608726501
กล่องล็อค4ด้าน8025 ผืนผ้า ใส SET LOCK,กล่องล็อคใส,0.8298495411872864
เชือกผ้าแบนเอนกประสงค์ สีล้วน15ม.,ตะแกรงขดลวด - ด้ามพลาสติก 20 ซม #1320,0.8298239707946777
เปิดขวด หัวแหลม229 ด้ามฟอง,ขวดโหล 6 เหลี่ยม ฝาหูหิ้ว,0.8294662237167358
ตะแกรงกรองน้ำมัน-ด้ามสี 20cm #TL-664,ตะแกรงกรองน้ำมัน - ด้ามแดง SJ320 (20 ซม),0.8293427228927612
สมุดริมลวด-กลาง A5 #84253 W,สมุดริมลวด 18K #10498 ปกกระดาษ (17.8*10),0.8291917443275452
เช็ดกระจก ฟองน้ำ-ด้ามสั้น OK,Whiz เช็ดกระจก พิงค์ 360 ml,0.8289107084274292
กิ๊บหนีบ#01912 ดอกไม้เล็ก KKA,กิ๊ฟหนีบ T 01976 ขนติดดอกไม้ KKA,0.8288073539733887
ทัพพีจีนใหญ่ด้ามพลาสติกสี ตราสมอ (P25),ทัพพีแขก - ด้ามพลาสติกสี ตราสมอ PPL,0.8286152482032776
กล่องเหลี่ยมผืนผ้า สีโมเดิร์น#2 #9004,ตะกร้ากลมเล็ก - สีหวาน #9097 WCP,0.8284878134727478
ตะแกรงเหลี่ยม 410 สีใส LK,กระจาดกลม 233 สีใส MM,0.8280514478683472
ตะกร้าเหลี่ยม 5953 หูหิ้ว JCP,ขันด้าม 5701 (คิทตี้) JCP,0.8279565572738647
แม็กซ์ ต.หัวโตเดี่ยว #21002 TLL,บล็อคตัวที (10-12-14mm) #13475 TLL,0.8278616070747375
"กระบวยด้ามไม้4"" TP-036(ต้นสน) JK","กระบวยด้ามดำ 4"" TP-031 (ต้นสน) TK",0.8276824355125427
ตะหลิวไม้ 12 แผงกระดาษ #9890 IMM,ทัพพีตักข้าว 10610 ใส้ด้ามสี แผงกระดาษ,0.8276302814483643
กระเป๋าสตางค์#24447 หนังซิปเล็ก JCK (P15),กระเป๋า - ซิป # 98882 KSN,0.8275386095046997
กระเป๋าสตางค์#24447 หนังซิปเล็ก JCK (P15),กระเป๋า - ซิป # 98882 KSN,0.8275386095046997
กระทะม้วนขอบ#33 ร่ม(ไม่รับเปลี่ยน) UM,หม้อด้ามร่ม #16 (ไม่รับเปลี่ยน) UM,0.8272572755813599
โต๊ะรีดผ้า (จัมโบ้) (1*4) ต-050 LW,โต๊ะรีดผ้า 6 ระดับ (16) LW,0.8267579078674316
เขียงพลาสติก-เล็ก NO.1693,เขียงพลาสติก - ใหญ่ NO.167 VR,0.8267205953598022
สายรัดไนล่อนสีดำPP&DD(10ม) ขนาด,กระบวยด้ามดำ - กลาง 30 ซม. #204A PL,0.8266690969467163
แปรงล้างขวดคู่15740 หัวแฉก IMM,แปรงล้างขวดคู่ #2377 (ด้าม S/หนอนลูกซ่อน),0.8265362977981567
แปรงล้างห้อง15924 หัวกลมด้าม พอปลาย,แปรงล้างห้องน้ำหัวกลม 10032 ด้ามเลส IMM,0.8264553546905518
